,clip,annotator_id,prolific_user,annotator_gender,annotator_origin,movies_recognition,actors_recognition,experim_group,intensity,variability,gender,frame_start,movie,quartile,sum,exp_sum,face_id,type
1282,120761_213_spider,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,5,1,Male,120761,SpiderAM,q2,7.117541140892398,0.0400878806154868,100,A
1283,120761_213_spider,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,4,1,Male,120761,SpiderAM,q2,7.117541140892398,0.0400878806154868,100,A
1284,120761_213_spider,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,5,2,Male,120761,SpiderAM,q2,7.117541140892398,0.0400878806154868,100,A
1285,12969_9_spider,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,5,2,Male,12969,SpiderAM,q2,8.178184725572825,0.045924417935799,4,A
1286,12969_9_spider,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,5,2,Male,12969,SpiderAM,q2,8.178184725572825,0.045924417935799,4,A
1287,12969_9_spider,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,5,2,Male,12969,SpiderAM,q2,8.178184725572825,0.045924417935799,4,A
1288,12969_9_spider,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,3,1,Male,12969,SpiderAM,q2,8.178184725572825,0.045924417935799,4,A
1289,12969_9_spider,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,6,4,Male,12969,SpiderAM,q2,8.178184725572825,0.045924417935799,4,A
1290,99841_219_click,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,4,1,Male,99841,ClickHM,q4,15.14398629659507,0.0963434568103617,380,H
1291,99841_219_click,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,2,2,Male,99841,ClickHM,q4,15.14398629659507,0.0963434568103617,380,H
1292,99841_219_click,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,7,4,Male,99841,ClickHM,q4,15.14398629659507,0.0963434568103617,380,H
1293,99841_219_click,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,6,5,Male,99841,ClickHM,q4,15.14398629659507,0.0963434568103617,380,H
1294,99841_219_click,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,7,7,Male,99841,ClickHM,q4,15.14398629659507,0.0963434568103617,380,H
1295,143033_332_click,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,3,1,Female,143033,ClickHM,q1,4.633849806772924,0.0254503597772728,598,H
1296,143033_332_click,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,5,2,Female,143033,ClickHM,q1,4.633849806772924,0.0254503597772728,598,H
1297,143033_332_click,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,2,Female,143033,ClickHM,q1,4.633849806772924,0.0254503597772728,598,H
1298,143033_332_click,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,6,3,Female,143033,ClickHM,q1,4.633849806772924,0.0254503597772728,598,H
1299,143033_332_click,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,7,2,Female,143033,ClickHM,q1,4.633849806772924,0.0254503597772728,598,H
1300,114105_295_newyork,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,4,2,Male,114105,SynecdocheAM,q4,14.302775127871694,0.0868481255982513,104,A
1301,114105_295_newyork,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,6,2,Male,114105,SynecdocheAM,q4,14.302775127871694,0.0868481255982513,104,A
1302,114105_295_newyork,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,1,Male,114105,SynecdocheAM,q4,14.302775127871694,0.0868481255982513,104,A
1303,114105_295_newyork,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,4,1,Male,114105,SynecdocheAM,q4,14.302775127871694,0.0868481255982513,104,A
1304,114105_295_newyork,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,5,1,Male,114105,SynecdocheAM,q4,14.302775127871694,0.0868481255982513,104,A
1305,43161_61_clean,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,3,2,Female,43161,CleanAM,q2,7.195921656190801,0.0401191716908177,32,A
1306,43161_61_clean,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,4,2,Female,43161,CleanAM,q2,7.195921656190801,0.0401191716908177,32,A
1307,43161_61_clean,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,3,1,Female,43161,CleanAM,q2,7.195921656190801,0.0401191716908177,32,A
1308,43161_61_clean,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,2,1,Female,43161,CleanAM,q2,7.195921656190801,0.0401191716908177,32,A
1309,43161_61_clean,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,7,2,Female,43161,CleanAM,q2,7.195921656190801,0.0401191716908177,32,A
1310,33001_67_monster,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,4,4,Female,33001,MonsterInLawHM,q1,4.60223959822727,0.0252521127088757,39,H
1311,33001_67_monster,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,3,1,Female,33001,MonsterInLawHM,q1,4.60223959822727,0.0252521127088757,39,H
1312,33001_67_monster,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,5,4,Female,33001,MonsterInLawHM,q1,4.60223959822727,0.0252521127088757,39,H
1313,33001_67_monster,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,3,3,Female,33001,MonsterInLawHM,q1,4.60223959822727,0.0252521127088757,39,H
1314,33001_67_monster,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,4,3,Female,33001,MonsterInLawHM,q1,4.60223959822727,0.0252521127088757,39,H
1315,36449_85_newyork,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,2,1,Male,36449,SynecdocheAM,q4,11.176379312189225,0.067122209557879,25,A
1316,36449_85_newyork,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,2,1,Male,36449,SynecdocheAM,q4,11.176379312189225,0.067122209557879,25,A
1317,36449_85_newyork,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,2,2,Male,36449,SynecdocheAM,q4,11.176379312189225,0.067122209557879,25,A
1318,36449_85_newyork,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,3,1,Male,36449,SynecdocheAM,q4,11.176379312189225,0.067122209557879,25,A
1319,36449_85_newyork,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,4,4,Male,36449,SynecdocheAM,q4,11.176379312189225,0.067122209557879,25,A
1320,97377_223_allornothing,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,4,1,Male,97377,AllOrNothingAM,q4,17.070190337421334,0.1067270902893871,83,A
1321,97377_223_allornothing,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,4,2,Male,97377,AllOrNothingAM,q4,17.070190337421334,0.1067270902893871,83,A
1322,97377_223_allornothing,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,5,1,Male,97377,AllOrNothingAM,q4,17.070190337421334,0.1067270902893871,83,A
1323,97377_223_allornothing,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,4,2,Male,97377,AllOrNothingAM,q4,17.070190337421334,0.1067270902893871,83,A
1324,97377_223_allornothing,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,5,3,Male,97377,AllOrNothingAM,q4,17.070190337421334,0.1067270902893871,83,A
1325,88977_238_newyork,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,3,3,Female,88977,SynecdocheAM,q1,4.928081533329888,0.0303680514161346,84,A
1326,88977_238_newyork,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,3,1,Female,88977,SynecdocheAM,q1,4.928081533329888,0.0303680514161346,84,A
1327,88977_238_newyork,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,2,1,Female,88977,SynecdocheAM,q1,4.928081533329888,0.0303680514161346,84,A
1328,88977_238_newyork,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,3,4,Female,88977,SynecdocheAM,q1,4.928081533329888,0.0303680514161346,84,A
1329,88977_238_newyork,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,7,1,Female,88977,SynecdocheAM,q1,4.928081533329888,0.0303680514161346,84,A
1330,27573_30_spider,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,4,1,Male,27573,SpiderAM,q1,5.08848647032144,0.0286341543874588,12,A
1331,27573_30_spider,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,3,2,Male,27573,SpiderAM,q1,5.08848647032144,0.0286341543874588,12,A
1332,27573_30_spider,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,5,1,Male,27573,SpiderAM,q1,5.08848647032144,0.0286341543874588,12,A
1333,27573_30_spider,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,3,1,Male,27573,SpiderAM,q1,5.08848647032144,0.0286341543874588,12,A
1334,27573_30_spider,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,4,2,Male,27573,SpiderAM,q1,5.08848647032144,0.0286341543874588,12,A
1335,26577_58_allornothing,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,1,1,Male,26577,AllOrNothingAM,q4,11.420212556656509,0.0673744285597354,17,A
1336,26577_58_allornothing,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,4,2,Male,26577,AllOrNothingAM,q4,11.420212556656509,0.0673744285597354,17,A
1337,26577_58_allornothing,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,2,1,Male,26577,AllOrNothingAM,q4,11.420212556656509,0.0673744285597354,17,A
1338,26577_58_allornothing,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,1,2,Male,26577,AllOrNothingAM,q4,11.420212556656509,0.0673744285597354,17,A
1339,26577_58_allornothing,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,7,3,Male,26577,AllOrNothingAM,q4,11.420212556656509,0.0673744285597354,17,A
1340,19889_30_bright,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,3,2,Male,19889,BrightStarAM,q1,6.042244340903565,0.0343237168738201,13,A
1341,19889_30_bright,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,4,1,Male,19889,BrightStarAM,q1,6.042244340903565,0.0343237168738201,13,A
1342,19889_30_bright,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,2,1,Male,19889,BrightStarAM,q1,6.042244340903565,0.0343237168738201,13,A
1343,19889_30_bright,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,4,5,Male,19889,BrightStarAM,q1,6.042244340903565,0.0343237168738201,13,A
1344,19889_30_bright,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,6,5,Male,19889,BrightStarAM,q1,6.042244340903565,0.0343237168738201,13,A
1345,72937_127_spider,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,5,3,Female,72937,SpiderAM,q4,13.629622759259826,0.0812669830513764,58,A
1346,72937_127_spider,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,3,2,Female,72937,SpiderAM,q4,13.629622759259826,0.0812669830513764,58,A
1347,72937_127_spider,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,6,6,Female,72937,SpiderAM,q4,13.629622759259826,0.0812669830513764,58,A
1348,72937_127_spider,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,7,5,Female,72937,SpiderAM,q4,13.629622759259826,0.0812669830513764,58,A
1349,72937_127_spider,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,7,6,Female,72937,SpiderAM,q4,13.629622759259826,0.0812669830513764,58,A
1350,70360_115_spider,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,1,1,Male,70360,SpiderAM,q2,6.333947318449442,0.0355072233311972,52,A
1351,70360_115_spider,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,2,2,Male,70360,SpiderAM,q2,6.333947318449442,0.0355072233311972,52,A
1352,70360_115_spider,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,1,1,Male,70360,SpiderAM,q2,6.333947318449442,0.0355072233311972,52,A
1353,70360_115_spider,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,1,1,Male,70360,SpiderAM,q2,6.333947318449442,0.0355072233311972,52,A
1354,70360_115_spider,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,5,2,Male,70360,SpiderAM,q2,6.333947318449442,0.0355072233311972,52,A
1355,33502_64_click,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,4,2,Female,33502,ClickHM,q2,7.728734746973883,0.044255555364658,518,H
1356,33502_64_click,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,6,3,Female,33502,ClickHM,q2,7.728734746973883,0.044255555364658,518,H
1357,33502_64_click,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,6,4,Female,33502,ClickHM,q2,7.728734746973883,0.044255555364658,518,H
1358,33502_64_click,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,3,3,Female,33502,ClickHM,q2,7.728734746973883,0.044255555364658,518,H
1359,33502_64_click,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,7,7,Female,33502,ClickHM,q2,7.728734746973883,0.044255555364658,518,H
1360,15806_28_click,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,2,2,Male,15806,ClickHM,q3,9.989216180176612,0.0588499750654351,28,H
1361,15806_28_click,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,2,2,Male,15806,ClickHM,q3,9.989216180176612,0.0588499750654351,28,H
1362,15806_28_click,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,2,Male,15806,ClickHM,q3,9.989216180176612,0.0588499750654351,28,H
1363,15806_28_click,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,2,3,Male,15806,ClickHM,q3,9.989216180176612,0.0588499750654351,28,H
1364,15806_28_click,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,6,4,Male,15806,ClickHM,q3,9.989216180176612,0.0588499750654351,28,H
1365,147099_225_pirates,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,3,3,Female,147099,PiratesOfCaribbeanHM,q2,7.309234903137727,0.0427128270967543,292,H
1366,147099_225_pirates,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,5,1,Female,147099,PiratesOfCaribbeanHM,q2,7.309234903137727,0.0427128270967543,292,H
1367,147099_225_pirates,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,2,Female,147099,PiratesOfCaribbeanHM,q2,7.309234903137727,0.0427128270967543,292,H
1368,147099_225_pirates,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,5,6,Female,147099,PiratesOfCaribbeanHM,q2,7.309234903137727,0.0427128270967543,292,H
1369,147099_225_pirates,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,7,3,Female,147099,PiratesOfCaribbeanHM,q2,7.309234903137727,0.0427128270967543,292,H
1370,157353_387_allornothing,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,4,3,Male,157353,AllOrNothingAM,q3,8.168217648255796,0.0478432695894703,176,A
1371,157353_387_allornothing,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,4,1,Male,157353,AllOrNothingAM,q3,8.168217648255796,0.0478432695894703,176,A
1372,157353_387_allornothing,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,1,Male,157353,AllOrNothingAM,q3,8.168217648255796,0.0478432695894703,176,A
1373,157353_387_allornothing,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,1,3,Male,157353,AllOrNothingAM,q3,8.168217648255796,0.0478432695894703,176,A
1374,157353_387_allornothing,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,5,4,Male,157353,AllOrNothingAM,q3,8.168217648255796,0.0478432695894703,176,A
1375,39057_112_copy,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,2,2,Female,39057,CertifiedCopyAM,q1,4.198002086478971,0.0243523967860851,36,A
1376,39057_112_copy,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,2,1,Female,39057,CertifiedCopyAM,q1,4.198002086478971,0.0243523967860851,36,A
1377,39057_112_copy,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,2,Female,39057,CertifiedCopyAM,q1,4.198002086478971,0.0243523967860851,36,A
1378,39057_112_copy,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,4,2,Female,39057,CertifiedCopyAM,q1,4.198002086478971,0.0243523967860851,36,A
1379,39057_112_copy,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,5,2,Female,39057,CertifiedCopyAM,q1,4.198002086478971,0.0243523967860851,36,A
1380,81057_141_spider,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,3,1,Male,81057,SpiderAM,q1,1.631145323372171,0.0088090350190868,66,A
1381,81057_141_spider,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,2,2,Male,81057,SpiderAM,q1,1.631145323372171,0.0088090350190868,66,A
1382,81057_141_spider,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,5,1,Male,81057,SpiderAM,q1,1.631145323372171,0.0088090350190868,66,A
1383,81057_141_spider,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,3,1,Male,81057,SpiderAM,q1,1.631145323372171,0.0088090350190868,66,A
1384,81057_141_spider,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,6,5,Male,81057,SpiderAM,q1,1.631145323372171,0.0088090350190868,66,A
1385,45550_134_copy,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,2,3,Female,45550,CertifiedCopyAM,q1,3.851110423422352,0.021068828894592,58,A
1386,45550_134_copy,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,3,1,Female,45550,CertifiedCopyAM,q1,3.851110423422352,0.021068828894592,58,A
1387,45550_134_copy,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,3,Female,45550,CertifiedCopyAM,q1,3.851110423422352,0.021068828894592,58,A
1388,45550_134_copy,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,3,4,Female,45550,CertifiedCopyAM,q1,3.851110423422352,0.021068828894592,58,A
1389,45550_134_copy,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,6,3,Female,45550,CertifiedCopyAM,q1,3.851110423422352,0.021068828894592,58,A
1390,86153_154_spider,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,3,1,Male,86153,SpiderAM,q4,12.171343994378224,0.071313493276218,72,A
1391,86153_154_spider,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,4,2,Male,86153,SpiderAM,q4,12.171343994378224,0.071313493276218,72,A
1392,86153_154_spider,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,5,1,Male,86153,SpiderAM,q4,12.171343994378224,0.071313493276218,72,A
1393,86153_154_spider,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,3,1,Male,86153,SpiderAM,q4,12.171343994378224,0.071313493276218,72,A
1394,86153_154_spider,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,6,4,Male,86153,SpiderAM,q4,12.171343994378224,0.071313493276218,72,A
1395,134049_317_click,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,6,1,Male,134049,ClickHM,q3,10.279639489108725,0.0594974139856756,569,H
1396,134049_317_click,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,5,1,Male,134049,ClickHM,q3,10.279639489108725,0.0594974139856756,569,H
1397,134049_317_click,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,1,Male,134049,ClickHM,q3,10.279639489108725,0.0594974139856756,569,H
1398,134049_317_click,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,2,7,Male,134049,ClickHM,q3,10.279639489108725,0.0594974139856756,569,H
1399,134049_317_click,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,5,4,Male,134049,ClickHM,q3,10.279639489108725,0.0594974139856756,569,H
1400,166939_279_dark_batman,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,6,1,Male,166939,TheDarkKnightHM,q2,7.064992305414813,0.041511023680434,96,H
1401,166939_279_dark_batman,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,5,1,Male,166939,TheDarkKnightHM,q2,7.064992305414813,0.041511023680434,96,H
1402,166939_279_dark_batman,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,1,Male,166939,TheDarkKnightHM,q2,7.064992305414813,0.041511023680434,96,H
1403,166939_279_dark_batman,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,2,7,Male,166939,TheDarkKnightHM,q2,7.064992305414813,0.041511023680434,96,H
1404,166939_279_dark_batman,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,5,4,Male,166939,TheDarkKnightHM,q2,7.064992305414813,0.041511023680434,96,H
1405,126977_229_dark_batman,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,5,3,Male,126977,TheDarkKnightHM,q4,14.495013451702624,0.0873185033119512,70,H
1406,126977_229_dark_batman,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,7,2,Male,126977,TheDarkKnightHM,q4,14.495013451702624,0.0873185033119512,70,H
1407,126977_229_dark_batman,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,3,Male,126977,TheDarkKnightHM,q4,14.495013451702624,0.0873185033119512,70,H
1408,126977_229_dark_batman,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,5,6,Male,126977,TheDarkKnightHM,q4,14.495013451702624,0.0873185033119512,70,H
1409,126977_229_dark_batman,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,7,6,Male,126977,TheDarkKnightHM,q4,14.495013451702624,0.0873185033119512,70,H
1410,37150_40_spider,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,2,2,Male,37150,SpiderAM,q1,4.134089022918323,0.0232217831428594,17,A
1411,37150_40_spider,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,2,1,Male,37150,SpiderAM,q1,4.134089022918323,0.0232217831428594,17,A
1412,37150_40_spider,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,2,1,Male,37150,SpiderAM,q1,4.134089022918323,0.0232217831428594,17,A
1413,37150_40_spider,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,1,1,Male,37150,SpiderAM,q1,4.134089022918323,0.0232217831428594,17,A
1414,37150_40_spider,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,6,5,Male,37150,SpiderAM,q1,4.134089022918323,0.0232217831428594,17,A
1415,143531_213_pirates,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,2,3,Male,143531,PiratesOfCaribbeanHM,q3,9.415924341038346,0.0575403032036797,357,H
1416,143531_213_pirates,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,7,5,Male,143531,PiratesOfCaribbeanHM,q3,9.415924341038346,0.0575403032036797,357,H
1417,143531_213_pirates,R_4wacmdYSCXyuK65,0,Male,Western (European),Several,Many,6,4,7,Male,143531,PiratesOfCaribbeanHM,q3,9.415924341038346,0.0575403032036797,357,H
1418,143531_213_pirates,R_1dlHcrMcTrAD1Dr,0,Female,Middle-eastern,A few,Many,6,4,6,Male,143531,PiratesOfCaribbeanHM,q3,9.415924341038346,0.0575403032036797,357,H
1419,143531_213_pirates,R_10jH2QHI97hrJsj,1,Female,Latin American,A few,Many,6,7,7,Male,143531,PiratesOfCaribbeanHM,q3,9.415924341038346,0.0575403032036797,357,H
1420,81852_173_monster,R_1awqYPZ68XvTHPA,0,Female,Other,A few,Many,6,2,2,Female,81852,MonsterInLawHM,q2,6.335041754678448,0.0358023067087347,103,H
1421,81852_173_monster,R_206Gw6Y887aBNVO,0,Male,Middle-eastern,Many,Several,6,3,4,Female,81852,MonsterInLawHM,q2,6.335041754678448,0.0358023067087347,103,H
